Container ID,Actual Date,Starting Date,Recollecting Date,Lost,Day Trip,Total Stock
201,2023-02-08,2023-01-29,,0,11.0,1000
201,2023-02-09,2023-01-29,,0,12.0,1000
201,2023-02-10,2023-01-29,,0,13.0,1000
201,2023-02-11,2023-01-29,,0,14.0,984
201,2023-02-12,2023-01-29,,0,15.0,963
201,2023-02-13,2023-01-29,,0,16.0,954
201,2023-02-14,2023-01-29,2023-02-14,0,,945
201,2023-02-15,2023-02-15,,0,1.0,941
201,2023-02-16,2023-02-15,,0,2.0,934
201,2023-02-17,2023-02-15,,0,3.0,934
201,2023-02-18,2023-02-15,,0,4.0,934
201,2023-02-19,2023-02-15,,0,5.0,931
201,2023-02-20,2023-02-15,,0,6.0,929
201,2023-02-21,2023-02-15,,0,7.0,929
201,2023-02-22,2023-02-15,,0,8.0,927
201,2023-02-23,2023-02-15,,0,9.0,927
201,2023-02-24,2023-02-15,,0,10.0,927
201,2023-02-25,2023-02-15,,0,11.0,927
201,2023-02-26,2023-02-15,,0,12.0,927
201,2023-02-27,2023-02-15,,0,13.0,926
201,2023-02-28,2023-02-15,,0,14.0,926
201,2023-03-01,2023-02-15,,0,15.0,926
201,2023-03-02,2023-02-15,,0,16.0,925
201,2023-03-03,2023-02-15,,0,17.0,924
201,2023-03-04,2023-02-15,,0,18.0,918
201,2023-03-05,2023-02-15,,0,19.0,915
201,2023-03-06,2023-02-15,,0,20.0,913
201,2023-03-07,2023-02-15,2023-03-07,0,,909
201,2023-03-08,,,0,,905
201,2023-03-09,,,0,,904
201,2023-03-10,,,0,,900
201,2023-03-11,2023-03-11,,0,1.0,897
201,2023-03-12,2023-03-11,,0,2.0,895
201,2023-03-13,2023-03-11,,0,3.0,892
201,2023-03-14,2023-03-11,,0,4.0,889
201,2023-03-15,2023-03-11,,0,5.0,889
201,2023-03-16,2023-03-11,,0,6.0,888
201,2023-03-17,2023-03-11,,0,7.0,886
201,2023-03-18,2023-03-11,,0,8.0,884
201,2023-03-19,2023-03-11,,0,9.0,883
201,2023-03-20,2023-03-11,,0,10.0,881
201,2023-03-21,2023-03-11,,0,11.0,875
201,2023-03-22,2023-03-11,,0,12.0,871
201,2023-03-23,2023-03-11,,0,13.0,870
201,2023-03-24,2023-03-11,,0,14.0,869
201,2023-03-25,2023-03-11,,0,15.0,867
201,2023-03-26,2023-03-11,,0,16.0,863
201,2023-03-27,2023-03-11,,0,17.0,860
201,2023-03-28,2023-03-11,,0,18.0,859
201,2023-03-29,2023-03-11,2023-03-29,0,,854
201,2023-03-30,,,0,,853
201,2023-03-31,,,0,,851
201,2023-04-01,,,0,,850
201,2023-04-02,2023-04-02,,0,1.0,847
201,2023-04-03,2023-04-02,,0,2.0,846
201,2023-04-04,2023-04-02,,0,3.0,844
201,2023-04-05,2023-04-02,,0,4.0,843
201,2023-04-06,2023-04-02,,0,5.0,837
201,2023-04-07,2023-04-02,,0,6.0,835
201,2023-04-08,2023-04-02,,0,7.0,834
201,2023-04-09,2023-04-02,,0,8.0,830
201,2023-04-10,2023-04-02,,0,9.0,828
202,2023-01-01,,,0,,1000
202,2023-01-02,,,0,,1000
202,2023-01-03,,,0,,1000
202,2023-01-04,,,0,,1000
202,2023-01-05,,,0,,1000
202,2023-01-06,,,0,,1000
202,2023-01-07,2023-01-07,,0,1.0,1000
202,2023-01-08,2023-01-07,,0,2.0,1000
202,2023-01-09,2023-01-07,,0,3.0,1000
202,2023-01-10,2023-01-07,,0,4.0,1000
202,2023-01-11,2023-01-07,,0,5.0,1000
202,2023-01-12,2023-01-07,,0,6.0,1000
202,2023-01-13,2023-01-07,,0,7.0,1000
202,2023-01-14,2023-01-07,,0,8.0,1000
202,2023-01-15,2023-01-07,,0,9.0,1000
202,2023-01-16,2023-01-07,,0,10.0,1000
202,2023-01-17,2023-01-07,,0,11.0,1000
202,2023-01-18,2023-01-07,,0,12.0,1000
202,2023-01-19,2023-01-07,,0,13.0,1000
202,2023-01-20,2023-01-07,,0,14.0,1000
202,2023-01-21,2023-01-07,,0,15.0,1000
202,2023-01-22,2023-01-07,,0,16.0,1000
202,2023-01-23,2023-01-07,2023-01-23,0,,1000
202,2023-01-24,,,0,,1000
202,2023-01-25,2023-01-25,,0,1.0,1000
202,2023-01-26,2023-01-25,,0,2.0,1000
202,2023-01-27,2023-01-25,,0,3.0,1000
202,2023-01-28,2023-01-25,,0,4.0,1000
202,2023-01-29,2023-01-25,,0,5.0,1000
202,2023-01-30,2023-01-25,,0,6.0,1000
202,2023-01-31,2023-01-25,,0,7.0,1000
202,2023-02-01,2023-01-25,,0,8.0,1000
202,2023-02-02,2023-01-25,,0,9.0,1000
202,2023-02-03,2023-01-25,,0,10.0,1000
202,2023-02-04,2023-01-25,,0,11.0,1000
202,2023-02-05,2023-01-25,,0,12.0,1000
202,2023-02-06,2023-01-25,,0,13.0,1000
202,2023-02-07,2023-01-25,,0,14.0,1000
202,2023-02-08,2023-01-25,,0,15.0,1000
202,2023-02-09,2023-01-25,,0,16.0,1000
202,2023-02-10,2023-01-25,,0,17.0,1000
202,2023-02-11,2023-01-25,2023-02-11,0,,984
202,2023-02-12,2023-02-12,,0,1.0,963
202,2023-02-13,2023-02-12,,0,2.0,954
202,2023-02-14,2023-02-12,,0,3.0,945
202,2023-02-15,2023-02-12,,0,4.0,941
202,2023-02-16,2023-02-12,,0,5.0,934
202,2023-02-17,2023-02-12,,0,6.0,934
202,2023-02-18,2023-02-12,,0,7.0,934
202,2023-02-19,2023-02-12,,0,8.0,931
202,2023-02-20,2023-02-12,,0,9.0,929
202,2023-02-21,2023-02-12,,0,10.0,929
202,2023-02-22,2023-02-12,,0,11.0,927
202,2023-02-23,2023-02-12,,0,12.0,927
202,2023-02-24,2023-02-12,,0,13.0,927
202,2023-02-25,2023-02-12,,0,14.0,927
202,2023-02-26,2023-02-12,,0,15.0,927
202,2023-02-27,2023-02-12,,0,16.0,926
202,2023-02-28,2023-02-12,,0,17.0,926
202,2023-03-01,2023-02-12,,0,18.0,926
202,2023-03-02,2023-02-12,,0,19.0,925
202,2023-03-03,2023-02-12,,0,20.0,924
202,2023-03-04,2023-02-12,,0,21.0,918
202,2023-03-05,2023-02-12,,0,22.0,915
202,2023-03-06,2023-02-12,2023-03-06,0,,913
202,2023-03-07,,,0,,909
202,2023-03-08,,,0,,905
202,2023-03-09,,,0,,904
202,2023-03-10,,,0,,900
202,2023-03-11,,,0,,897
202,2023-03-12,,,0,,895
202,2023-03-13,2023-03-13,,0,1.0,892
202,2023-03-14,2023-03-13,,0,2.0,889
202,2023-03-15,2023-03-13,,0,3.0,889
202,2023-03-16,2023-03-13,,0,4.0,888
202,2023-03-17,2023-03-13,,0,5.0,886
202,2023-03-18,2023-03-13,,0,6.0,884
202,2023-03-19,2023-03-13,,0,7.0,883
202,2023-03-20,2023-03-13,,0,8.0,881
202,2023-03-21,2023-03-13,,0,9.0,875
202,2023-03-22,2023-03-13,,0,10.0,871
202,2023-03-23,2023-03-13,,0,11.0,870
202,2023-03-24,2023-03-13,,0,12.0,869
202,2023-03-25,2023-03-13,,0,13.0,867
202,2023-03-26,2023-03-13,,0,14.0,863
202,2023-03-27,2023-03-13,,0,15.0,860
202,2023-03-28,2023-03-13,,0,16.0,859
202,2023-03-29,2023-03-13,,0,17.0,854
202,2023-03-30,2023-03-13,,0,18.0,853
202,2023-03-31,2023-03-13,2023-03-31,0,,851
202,2023-04-01,2023-04-01,,0,1.0,850
202,2023-04-02,2023-04-01,,0,2.0,847
202,2023-04-03,2023-04-01,,0,3.0,846
202,2023-04-04,2023-04-01,,0,4.0,844
202,2023-04-05,2023-04-01,,0,5.0,843
202,2023-04-06,2023-04-01,,0,6.0,837
202,2023-04-07,2023-04-01,,0,7.0,835
202,2023-04-08,2023-04-01,,0,8.0,834
202,2023-04-09,2023-04-01,,0,9.0,830
202,2023-04-10,2023-04-01,,0,10.0,828
203,2023-01-01,,,0,,1000
203,2023-01-02,,,0,,1000
203,2023-01-03,,,0,,1000
203,2023-01-04,2023-01-04,,0,1.0,1000
203,2023-01-05,2023-01-04,,0,2.0,1000
203,2023-01-06,2023-01-04,,0,3.0,1000
203,2023-01-07,2023-01-04,,0,4.0,1000
203,2023-01-08,2023-01-04,,0,5.0,1000
203,2023-01-09,2023-01-04,,0,6.0,1000
203,2023-01-10,2023-01-04,,0,7.0,1000
203,2023-01-11,2023-01-04,,0,8.0,1000
203,2023-01-12,2023-01-04,,0,9.0,1000
203,2023-01-13,2023-01-04,,0,10.0,1000
203,2023-01-14,2023-01-04,,0,11.0,1000
203,2023-01-15,2023-01-04,,0,12.0,1000
203,2023-01-16,2023-01-04,,0,13.0,1000
203,2023-01-17,2023-01-04,,0,14.0,1000
203,2023-01-18,2023-01-04,,0,15.0,1000
203,2023-01-19,2023-01-04,2023-01-19,0,,1000
203,2023-01-20,,,0,,1000
203,2023-01-21,2023-01-21,,0,1.0,1000
203,2023-01-22,2023-01-21,,0,2.0,1000
203,2023-01-23,2023-01-21,,0,3.0,1000
203,2023-01-24,2023-01-21,,0,4.0,1000
203,2023-01-25,2023-01-21,,0,5.0,1000
203,2023-01-26,2023-01-21,,0,6.0,1000
203,2023-01-27,2023-01-21,,0,7.0,1000
203,2023-01-28,2023-01-21,,0,8.0,1000
203,2023-01-29,2023-01-21,,0,9.0,1000
203,2023-01-30,2023-01-21,,0,10.0,1000
203,2023-01-31,2023-01-21,,0,11.0,1000
203,2023-02-01,2023-01-21,,0,12.0,1000
203,2023-02-02,2023-01-21,,0,13.0,1000
203,2023-02-03,2023-01-21,,0,14.0,1000
203,2023-02-04,2023-01-21,,0,15.0,1000
203,2023-02-05,2023-01-21,2023-02-05,0,,1000
203,2023-02-06,2023-02-06,,0,1.0,1000
203,2023-02-07,2023-02-06,,0,2.0,1000
203,2023-02-08,2023-02-06,,0,3.0,1000
203,2023-02-09,2023-02-06,,0,4.0,1000
203,2023-02-10,2023-02-06,,0,5.0,1000
203,2023-02-11,2023-02-06,,0,6.0,984
203,2023-02-12,2023-02-06,,0,7.0,963
203,2023-02-13,2023-02-06,,0,8.0,954
203,2023-02-14,2023-02-06,,0,9.0,945
203,2023-02-15,2023-02-06,,0,10.0,941
203,2023-02-16,2023-02-06,,0,11.0,934
203,2023-02-17,2023-02-06,,0,12.0,934
203,2023-02-18,2023-02-06,,0,13.0,934
203,2023-02-19,2023-02-06,,0,14.0,931
203,2023-02-20,2023-02-06,,0,15.0,929
203,2023-02-21,2023-02-06,,0,16.0,929
203,2023-02-22,2023-02-06,,0,17.0,927
203,2023-02-23,2023-02-06,,0,18.0,927
203,2023-02-24,2023-02-06,,0,19.0,927
203,2023-02-25,2023-02-06,,0,20.0,927
203,2023-02-26,2023-02-06,,0,21.0,927
203,2023-02-27,2023-02-06,,0,22.0,926
203,2023-02-28,2023-02-06,2023-02-28,0,,926
203,2023-03-01,2023-03-01,,0,1.0,926
203,2023-03-02,2023-03-01,,0,2.0,925
203,2023-03-03,2023-03-01,,0,3.0,924
203,2023-03-04,2023-03-01,,0,4.0,918
203,2023-03-05,2023-03-01,,0,5.0,915
203,2023-03-06,2023-03-01,,0,6.0,913
203,2023-03-07,2023-03-01,,0,7.0,909
203,2023-03-08,2023-03-01,,0,8.0,905
203,2023-03-09,2023-03-01,,0,9.0,904
203,2023-03-10,2023-03-01,,0,10.0,900
203,2023-03-11,2023-03-01,,0,11.0,897
203,2023-03-12,2023-03-01,,0,12.0,895
203,2023-03-13,2023-03-01,,0,13.0,892
203,2023-03-14,2023-03-01,,0,14.0,889
203,2023-03-15,2023-03-01,,0,15.0,889
203,2023-03-16,2023-03-01,,0,16.0,888
203,2023-03-17,2023-03-01,,0,17.0,886
203,2023-03-18,2023-03-01,,0,18.0,884
203,2023-03-19,2023-03-01,,0,19.0,883
203,2023-03-20,2023-03-01,,0,20.0,881
203,2023-03-21,2023-03-01,,0,21.0,875
203,2023-03-22,2023-03-01,,0,22.0,871
203,2023-03-23,2023-03-01,,0,23.0,870
203,2023-03-24,2023-03-01,,0,24.0,869
203,2023-03-25,2023-03-01,,0,25.0,867
203,2023-03-26,2023-03-01,,0,26.0,863
203,2023-03-27,2023-03-01,,0,27.0,860
203,2023-03-28,2023-03-01,,0,28.0,859
203,2023-03-29,2023-03-01,,0,29.0,854
203,2023-03-30,2023-03-01,,0,30.0,853
203,2023-03-31,2023-03-01,,0,31.0,851
203,2023-04-01,2023-03-01,,0,32.0,850
203,2023-04-02,2023-03-01,,0,33.0,847
203,2023-04-03,2023-03-01,,0,34.0,846
203,2023-04-04,2023-03-01,,0,35.0,844
203,2023-04-05,2023-03-01,,0,36.0,843
203,2023-04-06,2023-03-01,,0,37.0,837
203,2023-04-07,2023-03-01,,0,38.0,835
203,2023-04-08,2023-03-01,,0,39.0,834
203,2023-04-09,2023-03-01,,0,40.0,830
203,2023-04-10,2023-03-01,,0,41.0,828
204,2023-01-01,,,0,,1000
204,2023-01-02,,,0,,1000
204,2023-01-03,,,0,,1000
204,2023-01-04,,,0,,1000
204,2023-01-05,,,0,,1000
204,2023-01-06,2023-01-06,,0,1.0,1000
204,2023-01-07,2023-01-06,,0,2.0,1000
204,2023-01-08,2023-01-06,,0,3.0,1000
204,2023-01-09,2023-01-06,,0,4.0,1000
204,2023-01-10,2023-01-06,,0,5.0,1000
204,2023-01-11,2023-01-06,,0,6.0,1000
204,2023-01-12,2023-01-06,,0,7.0,1000
204,2023-01-13,2023-01-06,,0,8.0,1000
204,2023-01-14,2023-01-06,,0,9.0,1000
204,2023-01-15,2023-01-06,,0,10.0,1000
204,2023-01-16,2023-01-06,,0,11.0,1000
204,2023-01-17,2023-01-06,,0,12.0,1000
204,2023-01-18,2023-01-06,,0,13.0,1000
204,2023-01-19,2023-01-06,,0,14.0,1000
204,2023-01-20,2023-01-06,,0,15.0,1000
204,2023-01-21,2023-01-06,,0,16.0,1000
204,2023-01-22,2023-01-06,,0,17.0,1000
204,2023-01-23,2023-01-06,,0,18.0,1000
204,2023-01-24,2023-01-06,,0,19.0,1000
204,2023-01-25,2023-01-06,,0,20.0,1000
204,2023-01-26,2023-01-06,,0,21.0,1000
204,2023-01-27,2023-01-06,,0,22.0,1000
204,2023-01-28,2023-01-06,,0,23.0,1000
204,2023-01-29,2023-01-06,,0,24.0,1000
204,2023-01-30,2023-01-06,,0,25.0,1000
204,2023-01-31,2023-01-06,,0,26.0,1000
204,2023-02-01,2023-01-06,,0,27.0,1000
204,2023-02-02,2023-01-06,2023-02-02,0,,1000
204,2023-02-03,,,0,,1000
204,2023-02-04,2023-02-04,,0,1.0,1000
204,2023-02-05,2023-02-04,,0,2.0,1000
204,2023-02-06,2023-02-04,,0,3.0,1000
204,2023-02-07,2023-02-04,,0,4.0,1000
204,2023-02-08,2023-02-04,,0,5.0,1000
204,2023-02-09,2023-02-04,,0,6.0,1000
204,2023-02-10,2023-02-04,,0,7.0,1000
204,2023-02-11,2023-02-04,,0,8.0,984
204,2023-02-12,2023-02-04,,0,9.0,963
204,2023-02-13,2023-02-04,,0,10.0,954
204,2023-02-14,2023-02-04,,0,11.0,945
204,2023-02-15,2023-02-04,,0,12.0,941
204,2023-02-16,2023-02-04,,0,13.0,934
204,2023-02-17,2023-02-04,,0,14.0,934
204,2023-02-18,2023-02-04,,0,15.0,934
204,2023-02-19,2023-02-04,,0,16.0,931
204,2023-02-20,2023-02-04,,0,17.0,929
204,2023-02-21,2023-02-04,,0,18.0,929
204,2023-02-22,2023-02-04,,0,19.0,927
204,2023-02-23,2023-02-04,,0,20.0,927
204,2023-02-24,2023-02-04,,0,21.0,927
204,2023-02-25,2023-02-04,,0,22.0,927
204,2023-02-26,2023-02-04,,0,23.0,927
204,2023-02-27,2023-02-04,,0,24.0,926
204,2023-02-28,2023-02-04,,0,25.0,926
204,2023-03-01,2023-02-04,,0,26.0,926
204,2023-03-02,2023-02-04,,0,27.0,925
204,2023-03-03,2023-02-04,,0,28.0,924
204,2023-03-04,2023-02-04,,0,29.0,918
204,2023-03-05,2023-02-04,,0,30.0,915
204,2023-03-06,2023-02-04,,0,31.0,913
204,2023-03-07,2023-02-04,,0,32.0,909
204,2023-03-08,2023-02-04,,0,33.0,905
204,2023-03-09,2023-02-04,,0,34.0,904
204,2023-03-10,2023-02-04,2023-03-10,0,,900
204,2023-03-11,2023-03-11,,0,1.0,897
204,2023-03-12,2023-03-11,,0,2.0,895
204,2023-03-13,2023-03-11,,0,3.0,892
204,2023-03-14,2023-03-11,,0,4.0,889
204,2023-03-15,2023-03-11,,0,5.0,889
204,2023-03-16,2023-03-11,,0,6.0,888
204,2023-03-17,2023-03-11,,0,7.0,886
204,2023-03-18,2023-03-11,,0,8.0,884
204,2023-03-19,2023-03-11,,0,9.0,883
204,2023-03-20,2023-03-11,,0,10.0,881
204,2023-03-21,2023-03-11,,0,11.0,875
204,2023-03-22,2023-03-11,,0,12.0,871
204,2023-03-23,2023-03-11,,0,13.0,870
204,2023-03-24,2023-03-11,,0,14.0,869
204,2023-03-25,2023-03-11,,0,15.0,867
204,2023-03-26,2023-03-11,,0,16.0,863
204,2023-03-27,2023-03-11,,0,17.0,860
204,2023-03-28,2023-03-11,,0,18.0,859
204,2023-03-29,2023-03-11,,0,19.0,854
204,2023-03-30,2023-03-11,,0,20.0,853
204,2023-03-31,2023-03-11,2023-03-31,0,,851
204,2023-04-01,,,0,,850
204,2023-04-02,,,0,,847
204,2023-04-03,,,0,,846
204,2023-04-04,,,0,,844
204,2023-04-05,,,0,,843
204,2023-04-06,,,0,,837
204,2023-04-07,,,0,,835
204,2023-04-08,,,0,,834
204,2023-04-09,,,0,,830
204,2023-04-10,,,0,,828
205,2023-01-01,,,0,,1000
205,2023-01-02,,,0,,1000
205,2023-01-03,,,0,,1000
205,2023-01-04,,,0,,1000
205,2023-01-05,,,0,,1000
205,2023-01-06,,,0,,1000
205,2023-01-07,2023-01-07,,0,1.0,1000
205,2023-01-08,2023-01-07,,0,2.0,1000
205,2023-01-09,2023-01-07,,0,3.0,1000
205,2023-01-10,2023-01-07,,0,4.0,1000
205,2023-01-11,2023-01-07,,0,5.0,1000
205,2023-01-12,2023-01-07,,0,6.0,1000
205,2023-01-13,2023-01-07,,0,7.0,1000
205,2023-01-14,2023-01-07,,0,8.0,1000
205,2023-01-15,2023-01-07,,0,9.0,1000
205,2023-01-16,2023-01-07,,0,10.0,1000
205,2023-01-17,2023-01-07,,0,11.0,1000
205,2023-01-18,2023-01-07,,0,12.0,1000
205,2023-01-19,2023-01-07,,0,13.0,1000
205,2023-01-20,2023-01-07,,0,14.0,1000
205,2023-01-21,2023-01-07,,0,15.0,1000
205,2023-01-22,2023-01-07,,0,16.0,1000
205,2023-01-23,2023-01-07,,0,17.0,1000
205,2023-01-24,2023-01-07,,0,18.0,1000
205,2023-01-25,2023-01-07,,0,19.0,1000
205,2023-01-26,2023-01-07,,0,20.0,1000
205,2023-01-27,2023-01-07,,0,21.0,1000
205,2023-01-28,2023-01-07,,0,22.0,1000
205,2023-01-29,2023-01-07,,0,23.0,1000
205,2023-01-30,2023-01-07,,0,24.0,1000
205,2023-01-31,2023-01-07,2023-01-31,0,,1000
205,2023-02-01,2023-02-01,,0,1.0,1000
205,2023-02-02,2023-02-01,,0,2.0,1000
205,2023-02-03,2023-02-01,,0,3.0,1000
205,2023-02-04,2023-02-01,,0,4.0,1000
205,2023-02-05,2023-02-01,,0,5.0,1000
205,2023-02-06,2023-02-01,,0,6.0,1000
205,2023-02-07,2023-02-01,,0,7.0,1000
205,2023-02-08,2023-02-01,,0,8.0,1000
205,2023-02-09,2023-02-01,,0,9.0,1000
205,2023-02-10,2023-02-01,,0,10.0,1000
205,2023-02-11,2023-02-01,,0,11.0,984
205,2023-02-12,2023-02-01,,0,12.0,963
205,2023-02-13,2023-02-01,,0,13.0,954
205,2023-02-14,2023-02-01,,0,14.0,945
205,2023-02-15,2023-02-01,,0,15.0,941
205,2023-02-16,2023-02-01,,0,16.0,934
205,2023-02-17,2023-02-01,,0,17.0,934
205,2023-02-18,2023-02-01,,0,18.0,934
205,2023-02-19,2023-02-01,,0,19.0,931
205,2023-02-20,2023-02-01,,0,20.0,929
205,2023-02-21,2023-02-01,,0,21.0,929
205,2023-02-22,2023-02-01,,0,22.0,927
205,2023-02-23,2023-02-01,,0,23.0,927
205,2023-02-24,2023-02-01,,0,24.0,927
205,2023-02-25,2023-02-01,,0,25.0,927
205,2023-02-26,2023-02-01,,0,26.0,927
205,2023-02-27,2023-02-01,,0,27.0,926
205,2023-02-28,2023-02-01,,0,28.0,926
205,2023-03-01,2023-02-01,,0,29.0,926
205,2023-03-02,2023-02-01,,0,30.0,925
205,2023-03-03,2023-02-01,,0,31.0,924
205,2023-03-04,2023-02-01,,0,32.0,918
205,2023-03-05,2023-02-01,,0,33.0,915
205,2023-03-06,2023-02-01,,0,34.0,913
205,2023-03-07,2023-02-01,,0,35.0,909
205,2023-03-08,2023-02-01,,0,36.0,905
205,2023-03-09,2023-02-01,,0,37.0,904
205,2023-03-10,2023-02-01,,0,38.0,900
205,2023-03-11,2023-02-01,,0,39.0,897
205,2023-03-12,2023-02-01,,0,40.0,895
205,2023-03-13,2023-02-01,,0,41.0,892
205,2023-03-14,2023-02-01,,1,42.0,889
205,2023-03-15,2023-02-01,,1,43.0,889
205,2023-03-16,2023-02-01,,1,44.0,888
205,2023-03-17,2023-02-01,,1,45.0,886
205,2023-03-18,2023-02-01,,1,46.0,884
205,2023-03-19,2023-02-01,,1,47.0,883
205,2023-03-20,2023-02-01,,1,48.0,881
205,2023-03-21,2023-02-01,,1,49.0,875
205,2023-03-22,2023-02-01,,1,50.0,871
205,2023-03-23,2023-02-01,,1,51.0,870
205,2023-03-24,2023-02-01,,1,52.0,869
205,2023-03-25,2023-02-01,,1,53.0,867
205,2023-03-26,2023-02-01,,1,54.0,863
205,2023-03-27,2023-02-01,,1,55.0,860
205,2023-03-28,2023-02-01,,1,56.0,859
205,2023-03-29,2023-02-01,,1,57.0,854
205,2023-03-30,2023-02-01,,1,58.0,853
205,2023-03-31,2023-02-01,,1,59.0,851
205,2023-04-01,2023-02-01,,1,60.0,850
205,2023-04-02,2023-02-01,,1,61.0,847
205,2023-04-03,2023-02-01,,1,62.0,846
205,2023-04-04,2023-02-01,,1,63.0,844
205,2023-04-05,2023-02-01,,1,64.0,843
205,2023-04-06,2023-02-01,,1,65.0,837
205,2023-04-07,2023-02-01,,1,66.0,835
205,2023-04-08,2023-02-01,,1,67.0,834
205,2023-04-09,2023-02-01,,1,68.0,830
205,2023-04-10,2023-02-01,,1,69.0,828
206,2023-01-01,2023-01-01,,0,1.0,1000
206,2023-01-02,2023-01-01,,0,2.0,1000
206,2023-01-03,2023-01-01,,0,3.0,1000
206,2023-01-04,2023-01-01,,0,4.0,1000
206,2023-01-05,2023-01-01,,0,5.0,1000
206,2023-01-06,2023-01-01,,0,6.0,1000
206,2023-01-07,2023-01-01,,0,7.0,1000
206,2023-01-08,2023-01-01,,0,8.0,1000
206,2023-01-09,2023-01-01,,0,9.0,1000
206,2023-01-10,2023-01-01,,0,10.0,1000
206,2023-01-11,2023-01-01,,0,11.0,1000
206,2023-01-12,2023-01-01,,0,12.0,1000
206,2023-01-13,2023-01-01,,0,13.0,1000
206,2023-01-14,2023-01-01,,0,14.0,1000
206,2023-01-15,2023-01-01,,0,15.0,1000
206,2023-01-16,2023-01-01,2023-01-16,0,,1000
206,2023-01-17,,,0,,1000
206,2023-01-18,2023-01-18,,0,1.0,1000
206,2023-01-19,2023-01-18,,0,2.0,1000
206,2023-01-20,2023-01-18,,0,3.0,1000
206,2023-01-21,2023-01-18,,0,4.0,1000
206,2023-01-22,2023-01-18,,0,5.0,1000
206,2023-01-23,2023-01-18,,0,6.0,1000
206,2023-01-24,2023-01-18,,0,7.0,1000
206,2023-01-25,2023-01-18,,0,8.0,1000
206,2023-01-26,2023-01-18,,0,9.0,1000
206,2023-01-27,2023-01-18,,0,10.0,1000
206,2023-01-28,2023-01-18,,0,11.0,1000
206,2023-01-29,2023-01-18,,0,12.0,1000
206,2023-01-30,2023-01-18,,0,13.0,1000
206,2023-01-31,2023-01-18,,0,14.0,1000
206,2023-02-01,2023-01-18,,0,15.0,1000
206,2023-02-02,2023-01-18,,0,16.0,1000
206,2023-02-03,2023-01-18,,0,17.0,1000
206,2023-02-04,2023-01-18,2023-02-04,0,,1000
206,2023-02-05,,,0,,1000
206,2023-02-06,,,0,,1000
206,2023-02-07,2023-02-07,,0,1.0,1000
206,2023-02-08,2023-02-07,,0,2.0,1000
206,2023-02-09,2023-02-07,,0,3.0,1000
206,2023-02-10,2023-02-07,,0,4.0,1000
206,2023-02-11,2023-02-07,,0,5.0,984
206,2023-02-12,2023-02-07,,0,6.0,963
206,2023-02-13,2023-02-07,,0,7.0,954
206,2023-02-14,2023-02-07,,0,8.0,945
206,2023-02-15,2023-02-07,,0,9.0,941
206,2023-02-16,2023-02-07,,0,10.0,934
206,2023-02-17,2023-02-07,,0,11.0,934
206,2023-02-18,2023-02-07,,0,12.0,934
206,2023-02-19,2023-02-07,,0,13.0,931
206,2023-02-20,2023-02-07,,0,14.0,929
206,2023-02-21,2023-02-07,,0,15.0,929
206,2023-02-22,2023-02-07,,0,16.0,927
206,2023-02-23,2023-02-07,,0,17.0,927
206,2023-02-24,2023-02-07,,0,18.0,927
206,2023-02-25,2023-02-07,,0,19.0,927
206,2023-02-26,2023-02-07,,0,20.0,927
206,2023-02-27,2023-02-07,,0,21.0,926
206,2023-02-28,2023-02-07,,0,22.0,926
206,2023-03-01,2023-02-07,,0,23.0,926
206,2023-03-02,2023-02-07,2023-03-02,0,,925
206,2023-03-03,,,0,,924
206,2023-03-04,,,0,,918
206,2023-03-05,,,0,,915
206,2023-03-06,,,0,,913
206,2023-03-07,,,0,,909
206,2023-03-08,,,0,,905
206,2023-03-09,,,0,,904
206,2023-03-10,,,0,,900
206,2023-03-11,,,0,,897
206,2023-03-12,,,0,,895
206,2023-03-13,,,0,,892
206,2023-03-14,,,0,,889
206,2023-03-15,,,0,,889
206,2023-03-16,,,0,,888
206,2023-03-17,,,0,,886
206,2023-03-18,,,0,,884
206,2023-03-19,2023-03-19,,0,1.0,883
206,2023-03-20,2023-03-19,,0,2.0,881
206,2023-03-21,2023-03-19,,0,3.0,875
206,2023-03-22,2023-03-19,,0,4.0,871
206,2023-03-23,2023-03-19,,0,5.0,870
206,2023-03-24,2023-03-19,,0,6.0,869
206,2023-03-25,2023-03-19,,0,7.0,867
206,2023-03-26,2023-03-19,,0,8.0,863
206,2023-03-27,2023-03-19,,0,9.0,860
206,2023-03-28,2023-03-19,,0,10.0,859
206,2023-03-29,2023-03-19,,0,11.0,854
206,2023-03-30,2023-03-19,,0,12.0,853
206,2023-03-31,2023-03-19,,0,13.0,851
206,2023-04-01,2023-03-19,,0,14.0,850
206,2023-04-02,2023-03-19,,0,15.0,847
206,2023-04-03,2023-03-19,,0,16.0,846
206,2023-04-04,2023-03-19,,0,17.0,844
206,2023-04-05,2023-03-19,,0,18.0,843
206,2023-04-06,2023-03-19,,0,19.0,837
206,2023-04-07,2023-03-19,,0,20.0,835
206,2023-04-08,2023-03-19,,0,21.0,834
206,2023-04-09,2023-03-19,,0,22.0,830
206,2023-04-10,2023-03-19,,0,23.0,828
207,2023-01-01,,,0,,1000
207,2023-01-02,,,0,,1000
207,2023-01-03,,,0,,1000
207,2023-01-04,,,0,,1000
207,2023-01-05,,,0,,1000
207,2023-01-06,2023-01-06,,0,1.0,1000
207,2023-01-07,2023-01-06,,0,2.0,1000
207,2023-01-08,2023-01-06,,0,3.0,1000
207,2023-01-09,2023-01-06,,0,4.0,1000
207,2023-01-10,2023-01-06,,0,5.0,1000
